0.15,0.41,0.55
0.15,0.41,0.55
0.15,0.4,0.54
0.16,0.42,0.55
0.17,0.4,0.52
0.16,0.41,0.56
0.17,0.37,0.53
0.15,0.42,0.56
0.15,0.41,0.56
