0.16,0.32,0.39
0.14,0.32,0.37
0.13,0.29,0.38
0.17,0.31,0.36
0.15,0.29,0.38
0.16,0.33,0.38
0.12,0.29,0.33
0.16,0.31,0.37
0.16,0.34,0.38
