0.16,0.34,0.49
0.14,0.36,0.47
0.19,0.37,0.48
0.15,0.37,0.51
0.16,0.33,0.47
0.16,0.4,0.51
0.16,0.32,0.45
0.15,0.37,0.49
0.15,0.38,0.51
