0.22,0.34,0.44
0.22,0.34,0.44
0.23,0.34,0.48
0.23,0.33,0.48
0.21,0.38,0.47
0.23,0.37,0.49
0.23,0.36,0.5
0.22,0.35,0.47
0.24,0.38,0.47
