0.15,0.36,0.52
0.15,0.36,0.52
0.11,0.32,0.49
0.13,0.31,0.5
0.12,0.33,0.49
0.11,0.34,0.49
0.12,0.36,0.51
0.13,0.33,0.51
0.14,0.34,0.52
