0.24,0.39,0.45,0.18,0.29,0.31
0.23,0.37,0.42,0.18,0.27,0.3
0.3,0.43,0.48,0.21,0.31,0.33
0.28,0.46,0.52,0.2,0.3,0.31
0.25,0.38,0.47,0.18,0.28,0.32
0.26,0.4,0.48,0.18,0.3,0.34
0.19,0.3,0.38,0.13,0.25,0.3
0.29,0.44,0.5,0.21,0.31,0.36
0.32,0.46,0.51,0.2,0.3,0.35
