0.17,0.32,0.42,0.13,0.26,0.33
0.15,0.3,0.39,0.11,0.25,0.31
0.19,0.36,0.49,0.11,0.3,0.34
0.18,0.38,0.48,0.13,0.3,0.32
0.13,0.31,0.44,0.13,0.26,0.3
0.18,0.33,0.43,0.13,0.26,0.33
0.1,0.25,0.35,0.05,0.21,0.26
0.17,0.38,0.5,0.11,0.31,0.36
0.2,0.36,0.52,0.14,0.28,0.33
