0.28,0.42,0.49
0.29,0.43,0.49
0.27,0.4,0.52
0.26,0.43,0.51
0.29,0.39,0.5
0.27,0.39,0.5
0.26,0.4,0.46
0.28,0.43,0.49
0.3,0.4,0.51
