0.16,0.28,0.39,0.09,0.21,0.26
0.14,0.29,0.39,0.1,0.22,0.27
0.14,0.27,0.4,0.08,0.23,0.3
0.14,0.28,0.37,0.1,0.25,0.32
0.14,0.3,0.38,0.07,0.2,0.32
0.15,0.34,0.39,0.08,0.23,0.3
0.11,0.2,0.28,0.06,0.15,0.22
0.14,0.25,0.35,0.07,0.25,0.31
0.17,0.33,0.4,0.05,0.22,0.27
