0.15,0.29,0.37,0.11,0.23,0.28
0.16,0.26,0.37,0.12,0.24,0.3
0.13,0.33,0.44,0.13,0.24,0.35
0.12,0.3,0.42,0.15,0.32,0.39
0.14,0.31,0.43,0.13,0.27,0.34
0.15,0.3,0.41,0.11,0.23,0.31
0.12,0.22,0.32,0.1,0.18,0.24
0.11,0.28,0.36,0.14,0.23,0.32
0.15,0.32,0.4,0.1,0.2,0.3
