0.16,0.35,0.46
0.15,0.34,0.47
0.12,0.36,0.49
0.15,0.34,0.46
0.15,0.34,0.48
0.14,0.36,0.49
0.14,0.33,0.46
0.13,0.37,0.5
0.13,0.36,0.51
