0.23,0.32,0.45,0.18,0.33,0.38
0.23,0.33,0.45,0.17,0.31,0.37
0.19,0.31,0.43,0.16,0.3,0.31
0.21,0.31,0.42,0.18,0.31,0.34
0.19,0.28,0.4,0.17,0.31,0.35
0.23,0.33,0.43,0.19,0.36,0.38
0.16,0.28,0.36,0.15,0.27,0.29
0.23,0.35,0.44,0.17,0.31,0.34
0.23,0.32,0.41,0.2,0.32,0.37
