0.09,0.3,0.43,0.14,0.31,0.38
0.09,0.29,0.42,0.13,0.29,0.39
0.06,0.33,0.43,0.09,0.24,0.27
0.07,0.29,0.4,0.09,0.25,0.31
0.07,0.32,0.4,0.11,0.29,0.35
0.07,0.34,0.43,0.16,0.33,0.38
0.06,0.25,0.33,0.05,0.25,0.3
0.09,0.37,0.43,0.13,0.3,0.36
0.07,0.35,0.43,0.15,0.32,0.37
