0.27,0.42,0.45
0.28,0.42,0.45
0.29,0.41,0.45
0.29,0.41,0.45
0.27,0.44,0.47
0.31,0.43,0.46
0.27,0.4,0.47
0.29,0.41,0.45
0.31,0.43,0.46
