0.19,0.42,0.51
0.19,0.41,0.5
0.2,0.4,0.53
0.19,0.38,0.52
0.18,0.41,0.52
0.21,0.42,0.52
0.19,0.4,0.51
0.19,0.41,0.53
0.2,0.42,0.52
